Crash Id,Date,Location,City,Aboard,Fatalities,Summary,Year
434,06/26/1988,"Habsheim, France",Habsheim,136.0,3.0,"The plane was scheduled to perform a series of fly-bys at an air show. The plane was to descend to 100 ft. altitude with landing gear and flaps extended. The automatic go-around protection (Alpha Floor Function) was inhibited for the maneuver. During the maneuver, the plane descended thru 100 ft. to an altitude of 30 feet and hit trees at the end of the runway. The aircraft was totally destroyed by the successive impacts and violent fire which followed. The pilot allowed the aircraft to descend through 100 ft. at slow speed and maximum angle of attack and was late in applying go-around power. Unfamiliarity of the crew with the landing field and lack of planning for the flyby.",1988
435,07/03/1988,"  Persian Gulf,  Bandar Abbas, Iran",  Persian Gulf,290.0,290.0,"The civilian Iranian airliner was shot down by the U.S. Navy vessel U.S.S. Vincennes with surface-to-air missiles. The Vincennes was protecting other civilian ships in the area from Iranian gunboats. The Vincennes responded to hostile action taking place against a ship by Iranian gun boats. However, orders to the captain were to send a helicopter to investigate but maintain position. In fact, the ship headed towards the hostilities and penetrated 2nm inside Iranian territorial waters and after the helicopter was fired upon, engaged the enemy boats. The ill-fated airliner was delayed in leaving Bandar Abbas because of a problem with the passport of a passenger. Soon after taking off the target appeared on the radar of the Vincennes. Because the plane was late and confusion of time zones, the crew was not expecting an airliner in the area. When the target was first identified, it squawked both 2 (military) and 3 (civilian). The reason for this was the radar tracker ball was left in the vicinity of the Bandar Abbas airport and the radar was picking up both the airliner and a military F-14 jet fighter at the same time. Playing it safe, the plane was misidentified as a F-14 Iranian fighter. The aircraft did not respond to 10 radio challenges from the Vincennes. However, 7 were on military frequencies which the airliner could not pick up. Three were on the civil emergency frequency addressed to the so called military F-14. When the plane was nearing 10 miles from the ship, it was reported to the captain that the aircraft was descending. At that time the surface-to-air missiles were fired destroying the aircraft. At the inquiry computer data showed that the plane was never descending and actually was ascending at a steady rate. Incredibly, a military investigation concluded that although the U.S. government regretted the loss of human life, the captain and crew were not at fault and acted properly in shooting down the airliner.",1988
436,07/06/1988,"Barranquilla, Colombia",Barranquilla,8.0,8.0,Shortly after taking off the crew of the cargo plane experienced failure of the No. 4 engine and a fire. While attemping to return to the airport control was lost and the plane crashed.,1988
437,07/20/1988,"Golden Meadow, Louisiana",Golden Meadow,3.0,3.0,The cargo plane ran out of fuel and crashed into a dirt bank . Fuel starvaion. Open drain valve inside the No. 4 engine led to the loss of fuel.,1988
438,07/21/1988," Lagos, Nigeria", Lagos,6.0,6.0,Crashed on approach.,1988
439,08/02/1988,"Sofia, Bulgaria",Sofia,37.0,29.0,"Crashed on takeoff from Sophia airport en route to Varna. Possible crew error. The stabilizer was set in the full ""Down"" position, instead it was supposed to be set between 2.5-3 degrees in ""the Up"" position.",1988
440,08/15/1988,Norrn Afghanistan,Norrn Afghanistan,39.0,39.0,Shot down by a surface-to-air missile.,1988
441,08/17/1988,"Bahawalpur, Pakistan",Bahawalpur,30.0,30.0,"Crashed shortly after taking off from Bahawalpur 60 miles near the Indian border. Act of sabotage. Detonation of a low level explosive device or incapacitating gas. U.S. Ambassador to Pakistan, Arnold Raphel, 45, and Muhammad Zia ul-Haq 64, killed. A recent report states that the accident was caused by the failure of the elevator control system due to a mechanical failure.",1988
442,08/26/1988,"Irkutsk, Russia",Irkutsk,4.0,4.0,"The crew failed to set the altimeters to the proper setting while landing. The plane descended until it contacted trees, broke up and caught fire. Crew fatigue was a factor.",1988
443,08/31/1988,"Merida, Mexico",Merida,20.0,1.0,Crashed while taking off.,1988
444,08/31/1988,"Kowloon Bay, Hong Kong",Kowloon Bay,89.0,7.0,The right outboard flap of the plane hit the approach lights of Runway 31. The right main landing gear collapsed and the aircraft ran off the runway into the harbor.,1988
445,08/31/1988,"Dallas, Texas",Dallas,108.0,14.0,"The aircraft stalled and crashed during takeoff, hitting a ILS localizer antenna, 1,000 feet beyond the end of the runway. Crew error. Improperly set flaps and slats. Failure of the takeoff safety warning system.",1988
446,08/31/1988,"Cerro de la Calera, Mexico",Cerro de la Calera,20.0,20.0,The plane disappeared after taking off from Uruapan. Wreckage was found in the western Sierre Madre mountains.,1988
447,09/09/1988,"Bangkok, Thailand",Bangkok,90.0,76.0,The aircraft crashed during approach in heavy rain and thunderstorms short of the runway. The crew descended below minimum altitude while over the outer marker. The plane lost height due to a microburst induced windshear when passing under a thunderstorm on final.,1988
448,09/12/1988,"Lago Agrio, Ecuador",Lago Agrio,7.0,7.0,The positioning flight took off with one bad engine. Another engine failed and the plane crashed and burst into flames.,1988
449,09/15/1988,"Bahar Dar, Ethiopia",Bahar Dar,104.0,35.0,"During takeoff, the aircraft ingested numerous pigeons into both engines. One engine lost thrust almost immediately and the second lost thrust during the emergency return to the airport. The aircraft crashed while trying to land. Engine failure due to ingestion of 10-16 Columba Guinea birds.",1988
450,09/19/1988," Miram, Pakistan", Miram,34.0,34.0,Accidentally shot down by Pakistani anti-aircraft fire after straying out of Afghan air space.,1988
451,10/02/1988,"Sao Pedro da Aldeia, Brazil",Sao Pedro da Aldeia,8.0,8.0,,1988
452,10/04/1988," Batagay, Russia", Batagay,6.0,6.0,"The cargo flight crew decided on a visual approach, ignored the GPWS warning and flew into a mountain.",1988
453,10/07/1988,"Linfen, China",Linfen,48.0,44.0,The sightseeing  plane crashed into a hotel shortly after takeoff. The left engine had failed following a fatigue fracture in the engine's oil pump drive shaft.,1988
454,10/11/1988,"Wurtsmith AFB, Michigan",Wurtsmith AFB,17.0,6.0,Crashed after returning from Sawyer AFB in Michigan.,1988
455,10/17/1988,"Rome, Italy",Rome,52.0,33.0,"Undershot runway and hit  a building while performing a third landing attempt in fog. The crew's lack of adequate preparation in the procedure for a non-precision approach, especially in crew coordination, altitude callouts and their continued descent beyond MDA without having located the runway visual markings. Crew fatigue.",1988
456,10/19/1988," Ahmedabad, India", Ahmedabad,129.0,124.0,"The plane hit an electrical mast, 5 miles short of runway during an approach in fog and burst into flames. Error on the part of pilot-in-command as well as co-pilot due to non adherence to procedures under poor visibility conditions.",1988
457,10/19/1988,"Gauhati, India",Gauhati,34.0,34.0,Crashed short of the runway. Controlled flight into terrain.,1988
458,10/25/1988,"Juliaca, Peru",Juliaca,69.0,12.0,Crashed shortly after taking off from Manco Capac airport at Juliaca. The pilot tried to return to the runway but crashed in a high nose-up attitude into a pasture. The plane broke in two and burst into flames.,1988
459,11/02/1988," Rzeszow, Poland", Rzeszow,29.0,1.0,"The plane attempted to make an emergency landing due to engine failure, struck a ditch and caught fire.",1988
460,11/14/1988,"Ilmajoki, Finland",Ilmajoki,12.0,6.0,"The aircraft struck trees 2,400 feet next to the runway while approaching in deteriorating weather conditions. A power failure caused all light to go out at the airport.",1988
461,11/18/1988,"Montluçon, France",Montluçon,4.0,4.0,While taking off the nose pitched down the plane descended and crashed to the ground and caught fire. Inadvertent activation of the Stall Avoidance System resulting in the stick pusher activation at a crucial altitude.,1988
462,11/30/1988,"Hamada al Hambra, Libya",Hamada al Hambra,14.0,14.0,While attempting to land in mist and poor visibility the aircraft hit a  pylon and burned. VFR flight in IMC,1988
463,12/07/1988,"Kodinsk, Russia",Kodinsk,14.0,6.0,The aircraft struck the ground while the crew was in the base leg turn. Crew procedural errors. The radio altimeter warning was not set and the outer marker was not used during the approach.,1988
464,12/08/1988,"Bîr Mogreïn, Mauritania",Bîr Mogreïn,5.0,5.0,Accidently struck by a surface-to-air missile by the Polisario.,1988
465,12/10/1988,Afghanistan,Afghanistan,25.0,25.0,Shot down by a Pakistani jet fighter while en route.,1988
466,12/11/1988,"Leninakan, Armenia, USSR",Leninakan,83.0,77.0,A midair collision occurred between a soviet transport on an earthquake relief mission and a military Mi-8 helicopter.  As the transport approached for a landing in the darkness it struck the helicocopter.  Seventy-seven of 78 aboard the transport were killed. All five aboard the Mi-8 survived. The crew had used an incorrect altimeter setting.,1988
467,12/14/1988," Luxor, Egypt", Luxor,8.0,8.0,After 2 missed approaches at Cairo the plane diverted to Luxor but crashed into a residential neighborhood while attempting to land. Forced landing. Fuel exhaustion.,1988
468,12/21/1988,"Lockerbie, Scotland",Lockerbie,259.0,259.0,"The airliner disappeared from radar shortly after leveling off at FL 310 while on a flight from Heathrow Airport, London,  to New York. The aircraft broke up with two main sections of wreckage coming down in the town of Lockerbie. Detonation of an explosive device in the forward cargo area planted by terrorists.  Musician Paul Jeffreys killed. The aircraft was named ""Clipper Maid of the Seas.""",1988
469,01/08/1989,"Leicestershire, England",Leicestershire,126.0,47.0,"While en route and climbing through FL 280, a vibration was felt and the smell of smoke was detected.  A fan blade on the No. 1 engine detached and caused a compressor stall and vibration of the aircraft. The crew throttled back the No. 2 engine and the vibration stopped. Soon after it was decided to shut down the No. 2 engine. While attempting to land, power was lost in the No. 1 engine, the aircraft stalled and crashed into trees 3,000 ft. short of the runway. The crew mistakenly shut down the wrong engine, lost power in the disabled engine and was unable to maintain flight in the final approach.",1989
470,01/31/1989," Abilene, Texas", Abilene,19.0,19.0,Crashed in flames after taking off from Dyess Air Force Base. Failure of the water injection system during takeoff.,1989
471,02/03/1989,"Rangoon, Myanmar",Rangoon,29.0,26.0,The aircraft entered a fog bank after taking off from Rangoon and hit a tree and caught fire.,1989
